term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
地区_泰安市,0.48251415701515665,9.438509402671784e-13,511218600766.102,0.0,0.48251415701330624,0.48251415701700706
地区_泰州市,0.8024801480363895,0.016328771550322186,49.145163527047785,0.0,0.7704675677328479,0.834492728339931
地区_泸州市,-0.10991212270339012,0.01306301724022352,-8.413992011351692,5.289263654090963e-17,-0.13552218694615634,-0.08430205846062391
地区_洛阳市,0.556067074046679,7.995660201516531e-13,695461112693.6211,0.0,0.5560670740451115,0.5560670740482465
地区_济南市,1.0420002656830554,1.1223348726251997e-12,928421891806.4646,0.0,1.0420002656808551,1.0420002656852556
地区_济宁市,0.41498924704246865,1.3835326865768917e-12,299949000893.6663,0.0,0.4149892470397562,0.4149892470451811
地区_海口市,0.49576366649030174,1.263710689066073e-12,392307884059.03937,0.0,0.4957636664878242,0.49576366649277925
地区_淄博市,1.031906969407785,1.2663065865706587e-12,814895050180.8082,0.0,1.0319069694053022,1.0319069694102676
地区_淮北市,0.09284304353569972,0.01469589439521069,6.317617767174263,2.9183990064355967e-10,0.06403172126266767,0.12165436580873178
地区_淮南市,0.050850206432783374,0.01632877155008545,3.1141477040578276,0.0018565876142292229,0.018837626129705853,0.0828627867358609
地区_淮安市,0.42617708094003803,7.809938440529926e-13,545685582780.4972,0.0,0.42617708093850687,0.4261770809415692
地区_深圳市,1.6887550354012555,1.3700089074875098e-12,1232659894524.5557,0.0,1.6887550353985696,1.6887550354039413
地区_清远市,0.09950469521954575,9.18040431823818e-13,108388140402.341,0.0,0.09950469521774592,0.09950469522134557
地区_温州市,0.563980506617697,0.0163287715501242,34.53906528647634,1.3034681185234958e-231,0.5319679263145436,0.5959930869208505
地区_渭南市,-0.2776668894868006,0.01469589439527418,-18.894181056179278,1.2490650710333117e-76,-0.30647821175995715,-0.2488555672136441
地区_湖州市,0.859887179207091,1.2001785757759827e-12,716466029774.8823,0.0,0.859887179204738,0.859887179209444
地区_湘潭市,0.5520232144528572,9.718691274974557e-13,568001594900.2375,0.0,0.5520232144509518,0.5520232144547625
地区_湛江市,0.015818034901895373,1.0718719545470818e-12,14757392275.068214,0.0,0.015818034899793967,0.01581803490399678
地区_滁州市,0.002984291660428795,0.013063017240209543,0.22845347330958007,0.8193043028933926,-0.022625772582310015,0.028594355903167605
地区_滨州市,0.6381187438968979,9.363703779527236e-13,681481130674.0376,0.0,0.6381187438950622,0.6381187438987337
地区_漯河市,0.24363821832017063,0.016328771550170585,14.92079288215808,3.7391209254567036e-49,0.2116256380169262,0.27565079862341507
地区_漳州市,0.5135337044216159,1.033216613273151e-12,497024242375.2562,0.0,0.5135337044195903,0.5135337044236415
